"X","cell1","cell2","cell3","cell4","cell5","cell6","cell7","cell8","cell9","count_famrecall","count_prestudy_sequence","count_study_response","count_test_response","date_startdate","date_starttime","multichar_knowresp","p2dur","plc1","plc1c","plc1s","plc1sh","plc1x","plc1y","plc2","plc2c","plc2s","plc2sh","plc2x","plc2y","plc3","plc3c","plc3s","plc3sh","plc3x","plc3y","plc4","plc4c","plc4s","plc4sh","plc4x","plc4y","plc5","plc5c","plc5s","plc5sh","plc5x","plc5y","plcundefined","plcundefineds","plcundefinedsh","plcundefinedx","plcundefinedy","response_study_response","response_test_response","response_time_study_response","response_time_test_response","rtnr","sessionid","stim","type","tq"
2455,4,3,1,5,2,NA,0,0,NA,0,19,59,79,"11-09-23","11:55:55","p63v13",1362,"tri3.png",3,1,"tri",120,-120,"sqa5.png",5,1,"sqa",0,0,"tri3.png",3,1,"tri",0,-120,"sqa5.png",5,1,"sqa",-120,-120,"cir4.png",4,1,"cir",-120,0,"tri0.png",1,"tri",120,0,"left","down",1488,1638,2,1697018205909,"p3sarrshacol4.png","sarrshacol","new"
2456,5,0,1,3,4,2,0,0,0,0,19,59,79,"11-09-23","11:55:55","p63v13",1362,"cir2.png",2,1,"cir",120,-120,"tri6.png",6,1,"tri",120,0,"cir5.png",5,1,"cir",-120,0,"sqa3.png",3,1,"sqa",0,0,"sqa1.png",1,1,"sqa",-120,-120,"cir0.png",1,"cir",-120,0,"left","down",1488,1638,3,1697018205909,"p3sarrshacol4.png","sarrshacol","new"
2457,NA,3,5,1,4,2,0,0,0,0,19,59,79,"11-09-23","11:55:55","p63v13",1362,"cir0.png",0,1,"cir",-120,0,"tri0.png",0,1,"tri",120,0,"tri0.png",0,1,"tri",0,-120,"sqa0.png",0,1,"sqa",0,0,"tri0.png",0,1,"tri",120,-120,"sqa0.png",1,"sqa",-120,-120,"left","down",1488,1638,4,1697018205909,"p3sarrshacol4.png","sarrshacol","new"
2599,0,1,3,4,5,0,0,2,0,0,19,59,79,"10-09-23","13:24:16","i73s61",0,"tri0.png",0,1,"tri",0,-120,"cir0.png",0,1,"cir",0,120,"sqa0.png",0,1,"sqa",120,-120,"sqa0.png",0,1,"sqa",-120,0,"cir0.png",0,1,"cir",0,0,"",NA,"",NA,NA,"right","None",2211,3008,1,1696937147762,"p3sarrshacol4.png","sarrshacol","new"
2600,0,1,0,0,3,2,4,5,0,0,19,59,79,"10-09-23","13:24:16","i73s61",0,"tri0.png",0,1,"tri",0,-120,"sqa0.png",0,1,"sqa",120,0,"cir0.png",0,1,"cir",0,0,"sqa0.png",0,1,"sqa",-120,120,"cir0.png",0,1,"cir",0,120,"",NA,"",NA,NA,"right","None",2211,3008,2,1696937147762,"p3sarrshacol4.png","sarrshacol","new"
2601,5,2,0,0,3,0,0,1,4,0,19,59,79,"10-09-23","13:24:16","i73s61",0,"sqa5.png",5,1,"sqa",0,120,"tri3.png",3,1,"tri",0,-120,"sqa1.png",1,1,"sqa",0,0,"cir3.png",3,1,"cir",120,120,"sqa1.png",1,1,"sqa",-120,-120,"",NA,"",NA,NA,"right","None",2211,3008,3,1696937147762,"p3sarrshacol4.png","sarrshacol","new"
2602,5,1,0,0,3,2,4,0,0,0,19,59,79,"10-09-23","13:24:16","i73s61",0,"sqa1.png",1,1,"sqa",0,-120,"sqa5.png",5,1,"sqa",120,0,"sqa4.png",4,1,"sqa",0,0,"cir4.png",4,1,"cir",-120,120,"sqa4.png",4,1,"sqa",-120,-120,"",NA,"",NA,NA,"right","None",2211,3008,4,1696937147762,"p3sarrshacol4.png","sarrshacol","new"
2744,2,0,4,3,0,5,1,0,0,0,19,59,79,"10-09-23","11:19:16","ge70df",1585,"sqa0.png",0,1,"sqa",-120,120,"tri0.png",0,1,"tri",-120,-120,"cir0.png",0,1,"cir",-120,0,"tri0.png",0,1,"tri",120,-120,"tri0.png",0,1,"tri",120,0,"",NA,"",NA,NA,"left","down",1575,1415,1,1696929563596,"p3sarrshacol4.png","sarrshacol","new"
2745,5,1,0,2,4,0,3,0,0,0,19,59,79,"10-09-23","11:19:16","ge70df",1585,"tri3.png",3,1,"tri",0,-120,"cir4.png",4,1,"cir",-120,0,"sqa1.png",1,1,"sqa",-120,120,"tri3.png",3,1,"tri",0,0,"tri1.png",1,1,"tri",-120,-120,"",NA,"",NA,NA,"left","down",1575,1415,2,1696929563596,"p3sarrshacol4.png","sarrshacol","new"
2746,0,3,0,1,0,2,5,0,4,0,19,59,79,"10-09-23","11:19:16","ge70df",1585,"tri5.png",5,1,"tri",-120,0,"sqa4.png",4,1,"sqa",120,0,"sqa1.png",1,1,"sqa",0,-120,"cir3.png",3,1,"cir",120,120,"cir4.png",4,1,"cir",-120,120,"",NA,"",NA,NA,"left","down",1575,1415,3,1696929563596,"p3sarrshacol4.png","sarrshacol","new"
2747,5,0,1,4,0,2,0,3,0,0,19,59,79,"10-09-23","11:19:16","ge70df",1585,"sqa1.png",1,1,"sqa",120,-120,"tri5.png",5,1,"tri",120,0,"cir1.png",1,1,"cir",0,120,"sqa4.png",4,1,"sqa",-120,0,"tri3.png",3,1,"tri",-120,-120,"",NA,"",NA,NA,"left","down",1575,1415,4,1696929563596,"p3sarrshacol4.png","sarrshacol","new"
3030,0,NA,0,0,4,5,3,1,2,0,19,59,79,"08-09-23","09:09:17","rpbafl",0,"cir4.png",4,1,"cir",0,120,"tri5.png",5,1,"tri",120,120,"sqa4.png",4,1,"sqa",-120,120,"sqa5.png",5,1,"sqa",0,0,"cir1.png",1,1,"cir",120,0,"sqa0.png",1,"sqa",0,-120,"left","None",1436,3002,1,1696749005356,"p3sarrshacol4.png","sarrshacol","new"
3031,0,4,1,0,3,2,0,5,0,0,19,59,79,"08-09-23","09:09:17","rpbafl",0,"tri3.png",3,1,"tri",120,-120,"tri3.png",3,1,"tri",120,0,"cir1.png",1,1,"cir",0,0,"tri5.png",5,1,"tri",0,-120,"sqa5.png",5,1,"sqa",0,120,"sqa0.png",1,"sqa",0,-120,"left","None",1436,3002,2,1696749005356,"p3sarrshacol4.png","sarrshacol","new"
3032,0,0,0,2,5,0,1,4,3,0,19,59,79,"08-09-23","09:09:17","rpbafl",0,"sqa4.png",4,1,"sqa",-120,120,"sqa5.png",5,1,"sqa",-120,0,"cir3.png",3,1,"cir",120,120,"tri4.png",4,1,"tri",0,120,"tri1.png",1,1,"tri",0,0,"sqa0.png",1,"sqa",0,-120,"left","None",1436,3002,3,1696749005356,"p3sarrshacol4.png","sarrshacol","new"
3033,0,2,3,1,4,5,NA,NA,0,0,19,59,79,"08-09-23","09:09:17","rpbafl",0,"cir1.png",1,1,"cir",-120,0,"sqa5.png",5,1,"sqa",0,-120,"sqa4.png",4,1,"sqa",120,-120,"tri4.png",4,1,"tri",0,0,"tri4.png",4,1,"tri",120,0,"tri0.png",1,"tri",0,120,"left","None",1436,3002,4,1696749005356,"p3sarrshacol4.png","sarrshacol","new"
3175,4,2,0,1,3,5,0,0,0,0,19,59,79,"07-09-23","14:00:58","k5e25s",488,"cir0.png",0,1,"cir",-120,0,"sqa0.png",0,1,"sqa",0,-120,"sqa0.png",0,1,"sqa",0,0,"cir0.png",0,1,"cir",-120,-120,"tri0.png",0,1,"tri",120,0,"",NA,"",NA,NA,"left","right",2212,2512,1,1696680071863,"p3sarrshacol4.png","sarrshacol","new"
3176,5,0,0,2,0,1,4,0,3,0,19,59,79,"07-09-23","14:00:58","k5e25s",488,"tri0.png",0,1,"tri",120,0,"cir0.png",0,1,"cir",-120,0,"cir0.png",0,1,"cir",120,120,"tri0.png",0,1,"tri",-120,120,"tri0.png",0,1,"tri",-120,-120,"",NA,"",NA,NA,"left","right",2212,2512,2,1696680071863,"p3sarrshacol4.png","sarrshacol","new"
3177,3,0,0,4,2,0,5,1,0,0,19,59,79,"07-09-23","14:00:58","k5e25s",488,"sqa0.png",0,1,"sqa",0,120,"sqa0.png",0,1,"sqa",0,0,"tri0.png",0,1,"tri",-120,-120,"cir0.png",0,1,"cir",-120,0,"sqa0.png",0,1,"sqa",-120,120,"",NA,"",NA,NA,"left","right",2212,2512,3,1696680071863,"p3sarrshacol4.png","sarrshacol","new"
3178,5,3,1,4,0,0,2,0,NA,0,19,59,79,"07-09-23","14:00:58","k5e25s",488,"tri0.png",0,1,"tri",120,-120,"tri0.png",0,1,"tri",-120,120,"sqa0.png",0,1,"sqa",0,-120,"tri0.png",0,1,"tri",-120,0,"tri0.png",0,1,"tri",-120,-120,"tri0.png",1,"tri",120,120,"left","right",2212,2512,4,1696680071863,"p3sarrshacol4.png","sarrshacol","new"
3320,NA,2,0,1,5,3,4,0,0,0,19,59,79,"07-09-23","12:03:00","i58hvn",1982,"cir1.png",1,1,"cir",-120,0,"tri4.png",4,1,"tri",0,-120,"sqa1.png",1,1,"sqa",120,0,"tri4.png",4,1,"tri",-120,120,"sqa4.png",4,1,"sqa",0,0,"tri0.png",1,"tri",-120,-120,"left","left",741,1018,1,1696672996142,"p3sarrshacol4.png","sarrshacol","new"
3321,0,0,3,0,5,2,0,4,0,0,19,59,79,"07-09-23","12:03:00","i58hvn",1982,"tri0.png",4,0,"tri",0,0,"cir6.png",6,1,"cir",120,0,"cir6.png",6,1,"cir",120,-120,"sqa4.png",4,1,"sqa",0,120,"tri5.png",5,1,"tri",0,0,"tri0.png",1,"tri",-120,-120,"left","left",741,1018,2,1696672996142,"p3sarrshacol4.png","sarrshacol","new"
3322,2,3,4,5,0,0,0,0,0,0,19,59,79,"07-09-23","12:03:00","i58hvn",1982,"cir0.png",0,0,"cir",-120,120,"tri5.png",5,1,"tri",-120,-120,"sqa2.png",2,1,"sqa",0,-120,"sqa4.png",4,1,"sqa",120,-120,"cir2.png",2,1,"cir",-120,0,"tri0.png",1,"tri",-120,-120,"left","left",741,1018,3,1696672996142,"p3sarrshacol4.png","sarrshacol","new"
